City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,benguela,-12.5763,13.4055,28.48,59,19,5.36,AO,1699622406
291,ghadamis,30.1337,9.5007,29.93,13,0,0.31,LY,1699622407
292,alofi,-19.0595,-169.9187,25.94,94,75,4.08,NU,1699622304
293,villa gesell,-37.2639,-56.973,19.47,48,100,8.26,AR,1699622409
294,usogorsk,63.4106,48.6872,0.37,96,100,0.15,RU,1699622410
295,tsiombe,-25.3,45.4833,23.6,51,87,5.22,MG,1699622411
296,magadan,59.5667,150.8,-16.06,79,5,5.93,RU,1699622412
297,borogontsy,62.6683,131.1683,-32.45,100,15,1.28,RU,1699622413
298,sittwe,20.15,92.9,25.49,72,1,4.17,MM,1699622414
299,kita,13.0349,-9.4895,36.03,14,100,1.66,ML,1699622415
300,winnemucca,40.973,-117.7357,-1.97,59,100,2.06,US,1699622415
301,crane,31.3974,-102.3501,8.58,62,100,4.42,US,1699622417
302,toliara,-23.35,43.6667,25.52,64,15,8.08,MG,1699622418
303,mata-utu,-13.2816,-176.1745,27.5,82,100,4.91,WF,1699622420
304,puerto leguizamo,-0.1934,-74.7819,22.94,99,100,0.61,CO,1699622421
305,moanda,-1.5575,13.2178,23.86,96,100,1.54,GA,1699622422
306,guerrero negro,27.9769,-114.0611,15.07,47,0,1.13,MX,1699622423
307,kapuskasing,49.4169,-82.4331,-3.95,93,100,2.57,CA,1699622424
308,tadine,-21.55,167.8833,21.1,68,4,7.16,NC,1699622425
309,tangalle,6.024,80.7911,26.62,82,67,3.31,LK,1699622426
310,ghat,24.9647,10.1728,31.17,9,0,1.72,LY,1699622427
311,college,64.8569,-147.8028,-6.01,88,100,1.54,US,1699622428
312,n'zeto,-7.2312,12.8666,27.64,76,100,5.01,AO,1699622429
313,richards bay,-28.783,32.0377,25.86,62,25,6.62,ZA,1699622430
314,chawang,8.4261,99.5047,25.89,89,100,0.54,TH,1699622431
315,shengli,37.4564,118.4856,5.44,46,100,2.55,CN,1699622432
316,fuerte olimpo,-21.0415,-57.8738,37.83,32,30,5.69,PY,1699622433
317,man,7.4125,-7.5538,27.36,81,64,0.43,CI,1699622434
318,dubbo,-32.25,148.6167,20.07,68,2,4.12,AU,1699622435
319,isangel,-19.55,169.2667,22.38,74,96,7.0,VU,1699622437
320,pecos,31.4229,-103.4932,9.46,93,100,0.0,US,1699622101
321,argo,37.6333,22.7333,15.44,78,100,2.74,GR,1699622440
322,larreynaga,12.6769,-86.5719,24.59,85,81,0.89,NI,1699622441
323,alice springs,-23.7,133.8833,26.75,41,1,6.69,AU,1699622203
324,kavaratti,10.5669,72.642,28.83,72,100,3.91,IN,1699622443
325,qaqortoq,60.7167,-46.0333,-6.45,59,100,3.96,GL,1699622444
326,banjarmasin,-3.3244,114.591,29.08,81,35,2.19,ID,1699622404
327,fortaleza,-3.7227,-38.5247,31.07,59,75,9.77,BR,1699622290
328,mikun',62.3547,50.0771,-0.89,88,100,1.53,RU,1699622446
329,mabaruma,8.2,-59.7833,30.24,64,99,2.39,GY,1699622447
330,linxia chengguanzhen,35.6003,103.2064,5.81,55,67,1.27,CN,1699622448
331,afaahiti,-17.75,-149.2833,23.93,84,100,4.08,PF,1699622449
332,murray bridge,-35.1167,139.2667,20.62,58,97,8.42,AU,1699622450
333,valparaiso,-33.0393,-71.6273,13.13,100,100,5.14,CL,1699622199
334,kiffa,16.6166,-11.4045,34.12,12,0,3.89,MR,1699622451
335,butare,-2.5967,29.7394,22.93,64,100,0.58,RW,1699622452
336,kalkaman,51.9525,76.0211,3.52,96,100,5.85,KZ,1699622453
337,nikolayevsk-on-amure,53.1406,140.73,-6.81,95,100,2.3,RU,1699622454
338,ishigaki,24.3448,124.1572,24.07,94,75,8.23,JP,1699622455
339,paradip garh,20.3167,86.6167,25.11,60,4,3.66,IN,1699622455
340,neryungri,56.6709,124.6491,-17.53,98,100,1.37,RU,1699622456
341,vorgashor,67.5833,63.95,-5.66,93,100,4.47,RU,1699622457
342,farasan,16.7022,42.1183,29.63,63,100,2.47,SA,1699622458
343,torghay,49.6339,63.4981,8.87,71,100,4.92,KZ,1699622459
344,gemena,3.25,19.7667,25.15,83,100,1.12,CD,1699622460
345,soe,-9.8607,124.284,20.4,87,38,1.51,ID,1699622461
346,mumford,5.2618,-0.759,28.38,78,58,6.0,GH,1699622462
347,saint-pierre,-21.3393,55.4781,27.54,69,75,3.6,RE,1699622463
348,aswan,24.0934,32.907,35.53,27,15,4.1,EG,1699622465
349,caleta de carquin,-11.0925,-77.6267,19.39,83,100,3.73,PE,1699622466
350,oroqen zizhiqi,50.5667,123.7167,-14.28,86,12,1.61,CN,1699622467
351,mhamid,29.82,-5.72,27.87,12,5,1.2,MA,1699622468
352,pitea,65.3172,21.4794,-0.95,95,88,2.86,SE,1699622469
353,kangding,30.0513,101.9603,8.58,97,100,1.46,CN,1699622470
354,monrovia,6.3005,-10.7969,30.87,79,84,2.85,LR,1699622471
355,cabo san lucas,22.8909,-109.9124,24.31,90,0,3.6,MX,1699622463
356,luanda,-8.8368,13.2343,27.0,78,75,4.63,AO,1699622000
357,pohang,36.0322,129.365,5.76,41,0,3.55,KR,1699622474
358,ust'-kut,56.7938,105.7672,-13.65,93,95,0.45,RU,1699622474
359,alo,7.4178,6.7371,34.85,46,96,0.7,NG,1699622475
360,al ghayzah,16.2079,52.176,28.8,58,11,4.63,YE,1699622476
361,chokwe,-24.5333,32.9833,29.47,45,67,1.95,MZ,1699622477
362,cockburn town,21.4612,-71.1419,27.98,74,75,5.14,TC,1699622428
363,magong,23.5654,119.5863,24.9,86,41,12.78,TW,1699622479
364,rocha,-34.4833,-54.3333,19.12,51,96,5.68,UY,1699622480
365,waddan,29.1614,16.139,28.44,20,78,0.7,LY,1699622481
366,grand-bassam,5.2118,-3.7388,30.98,71,100,4.3,CI,1699622482
367,san antonio de pale,-1.4014,5.6325,26.13,82,100,5.22,GQ,1699622483
368,berezovyy,51.6667,135.7,-6.37,74,100,2.29,RU,1699622484
369,petauke,-14.2426,31.3253,33.05,26,32,3.55,ZM,1699622485
370,tulun,54.5611,100.5792,-14.69,97,13,1.43,RU,1699622487
371,yenotayevka,47.2456,47.0281,10.73,52,8,8.55,RU,1699622488
372,chifeng,42.2683,118.9636,-8.03,78,0,0.8,CN,1699622489
373,bam,29.106,58.357,23.33,23,0,3.19,IR,1699622490
374,pangyan,5.7008,125.2811,26.82,82,100,2.02,PH,1699622491
375,arteche,12.2645,125.4048,26.3,87,13,1.16,PH,1699622492
376,coyhaique,-45.5752,-72.0662,12.34,58,40,1.54,CL,1699622238
377,manta,-0.95,-80.7333,25.88,73,75,5.14,EC,1699622496
378,tripoli,32.8752,13.1875,25.41,55,6,4.32,LY,1699622496
379,la sarre,48.8002,-79.1996,-5.54,95,95,3.64,CA,1699622498
380,punganuru,13.3667,78.5833,22.03,80,87,2.7,IN,1699622499
381,el carril,-25.0741,-65.4917,23.8,65,100,2.36,AR,1699622499
382,hobyo,5.3505,48.5268,24.88,92,100,4.16,SO,1699622501
383,leskova dolina,45.6225,14.4613,8.98,100,100,2.09,SI,1699622501
384,tenenkou,14.4572,-4.9169,36.84,13,91,2.88,ML,1699622502
385,omaruru,-21.4333,15.9333,36.15,13,100,4.48,NA,1699622503
386,lethem,3.3803,-59.7968,31.76,50,41,5.78,GY,1699622504
387,callao,-12.0667,-77.15,20.4,77,100,6.17,PE,1699622505
388,shillong,25.5689,91.8831,12.67,95,5,0.29,IN,1699622506
389,el calafate,-50.3408,-72.2768,9.21,58,12,0.98,AR,1699622507
390,gorontalo,0.5412,123.0595,25.16,94,47,1.33,ID,1699622507
391,bonthe,7.5264,-12.505,24.81,90,100,2.09,SL,1699622508
392,las tablas,7.7667,-80.2833,26.37,88,100,1.91,PA,1699622509
393,kayes,14.0,-11.0,36.12,13,5,0.87,ML,1699622510
394,barra de santo antonio,-9.4047,-35.5072,31.6,62,12,6.38,BR,1699622511
395,tokar,18.4254,37.729,32.99,43,1,8.84,SD,1699622512
396,mount pearl,47.5166,-52.7813,3.41,92,75,14.4,CA,1699622512
397,tolanaro,-25.0319,46.9987,24.04,60,75,7.2,MG,1699622513
398,weno,7.4515,151.8468,26.97,94,100,2.57,FM,1699622515
399,bhadasar,28.2833,74.3167,26.74,34,72,6.2,IN,1699622516
400,taroa,8.7058,171.2275,28.01,82,90,8.86,MH,1699622516
401,lospalos,-8.5186,127.0025,21.93,86,95,1.07,TL,1699622517
402,miri,4.4148,114.0089,26.08,94,40,2.06,MY,1699622518
403,muromtsevo,56.3724,75.2418,2.21,97,100,2.29,RU,1699622519
404,wankyi,7.7392,-2.1046,32.48,51,92,1.44,GH,1699622520
405,hailey,43.5196,-114.3153,-1.08,68,75,3.09,US,1699622521
406,luderitz,-26.6481,15.1594,22.07,63,3,5.55,NA,1699622518
407,undurkhaan,47.3194,110.6556,-21.13,92,13,1.77,MN,1699622522
408,wellington,-41.2866,174.7756,10.81,79,75,4.63,NZ,1699622036
409,douvres-la-delivrande,49.2947,-0.3804,12.3,82,75,10.8,FR,1699622525
410,recani,31.2846,-4.2688,24.64,18,6,1.04,MA,1699622526
411,kitimat,54.0524,-128.6534,5.21,63,100,2.24,CA,1699622528
412,turuntayevo,52.2,107.6167,-9.95,96,51,0.61,RU,1699622529
413,cedeira,43.6797,-8.0209,13.54,49,100,5.89,ES,1699622530
414,santa cruz del sur,20.7147,-77.9956,26.72,83,36,6.13,CU,1699622531
415,uturoa,-16.7333,-151.4333,26.29,83,99,4.63,PF,1699622532
416,adrar,20.5022,-10.0711,30.48,12,0,7.86,MR,1699622534
417,jiuquan,39.7432,98.5174,-0.99,28,0,2.56,CN,1699622535
418,portland,45.5234,-122.6762,9.34,95,100,2.06,US,1699622170
419,zeya,53.75,127.2667,-11.95,68,34,2.94,RU,1699622536
420,coahuayana de hidalgo,18.7,-103.6583,24.25,85,84,1.66,MX,1699622537
421,mandalgovi,45.7625,106.2708,-13.02,47,0,3.74,MN,1699622538
422,buta,2.7858,24.73,27.41,82,84,1.02,CD,1699622539
423,pacific grove,36.6177,-121.9166,12.58,70,0,2.57,US,1699622540
424,great falls,47.5002,-111.3008,5.23,47,100,5.14,US,1699622541
425,trstenik,43.6169,21.0025,13.23,61,100,4.62,RS,1699622542
426,giddings,30.1827,-96.9364,13.63,94,100,5.14,US,1699622543
427,campina verde,-19.5356,-49.4864,34.71,22,5,3.27,BR,1699622544
428,lindley,-27.8791,27.9135,30.79,14,0,3.57,ZA,1699622545
429,shijiazhuang,38.0414,114.4786,0.92,59,100,4.76,CN,1699622546
430,kingsville,27.5159,-97.8561,16.1,97,100,5.36,US,1699622546
431,sovetskiy,61.3614,63.5842,-0.06,90,100,2.24,RU,1699622547
432,erdenet,49.0333,104.0833,-15.22,90,5,1.57,MN,1699622548
433,ar rutbah,33.0381,40.2848,27.85,18,91,2.8,IQ,1699622549
434,porto novo,6.4965,2.6036,31.9,69,96,4.06,BJ,1699622550
435,vorkuta,67.5,64.0,-4.72,91,100,4.75,RU,1699622468
436,nemuro,43.3236,145.575,10.02,96,100,5.3,JP,1699622552
437,kovdor,67.5662,30.4758,-5.45,95,92,2.31,RU,1699622553
438,shitanjing,39.2342,106.3439,-2.41,29,0,1.46,CN,1699622553
439,prince rupert,54.3161,-130.3201,8.83,78,100,16.46,CA,1699622263
440,bich'vinta,43.1592,40.3378,15.1,66,10,2.05,GE,1699622555
441,lautoka,-17.6167,177.4667,25.92,69,75,5.14,FJ,1699622556
442,nahrin,36.0649,69.1334,13.44,36,100,0.45,AF,1699622557
443,tanjung pandan,-2.75,107.65,26.37,83,100,1.27,ID,1699622558
444,loango,-4.6719,11.8312,29.81,79,40,4.63,CG,1699622559
445,queenstown,-31.8976,26.8753,33.44,7,0,6.28,ZA,1699622560
446,geraldton,-28.7667,114.6,19.23,68,96,12.86,AU,1699622387
447,sijunjung,-0.6876,100.9537,23.18,96,100,0.59,ID,1699622562
448,orsa,54.5153,30.4053,6.75,72,100,6.91,BY,1699622562
449,katpur,21.05,71.7833,29.23,52,0,2.17,IN,1699622563
450,sao pedro do sul,-29.6206,-54.1789,21.95,82,100,3.28,BR,1699622336
451,homer,59.6425,-151.5483,-0.06,77,100,3.09,US,1699622565
452,lae,-6.7221,146.9847,25.24,88,100,0.54,PG,1699622566
453,constitucion,-35.3333,-72.4167,12.38,72,99,3.3,CL,1699622566
454,las khorey,11.1595,48.1967,28.4,66,32,5.34,SO,1699622568
455,reggane,26.7158,0.1714,33.44,14,7,4.61,DZ,1699622569
456,kalevala,65.2,31.1667,-3.84,93,100,0.89,RU,1699622570
457,tougan,13.0667,-3.0667,37.4,13,80,4.03,BF,1699622571
458,jinghong,21.991,100.7341,22.94,76,25,1.18,CN,1699622572
459,bitkine,11.9801,18.2138,36.92,15,94,3.27,TD,1699622573
460,sao paulo de olivenca,-3.3783,-68.8725,28.01,78,100,0.39,BR,1699622574
461,bakanas,44.8081,76.2772,8.78,58,14,1.34,KZ,1699622575
462,juru,5.312,100.4423,28.99,84,40,1.54,MY,1699622576
463,choma,-16.8065,26.9531,32.09,23,64,6.14,ZM,1699622576
464,puerto armuelles,8.2833,-82.8667,28.98,84,96,3.13,PA,1699622577
465,muswellbrook,-32.2667,150.9,17.4,83,0,1.22,AU,1699622578
466,ust-nera,64.5667,143.2,-31.01,96,56,0.44,RU,1699622579
467,ulanhot,46.0833,122.0833,-6.85,45,0,4.84,CN,1699622580
468,ngama,11.7833,17.1667,38.04,15,100,3.78,TD,1699622580
469,uttar char fasson,22.2332,90.7132,25.47,58,7,2.59,BD,1699622581
470,essaouira,31.5125,-9.77,28.72,16,100,8.23,MA,1699622582
471,greymouth,-42.4667,171.2,8.79,90,7,1.5,NZ,1699622583
472,novokayakent,42.3937,47.9861,14.32,54,100,4.18,RU,1699622584
473,pervomayskoye,43.919,46.7102,14.18,37,11,6.04,RU,1699622585
474,floro,61.5996,5.0328,6.04,70,0,1.54,NO,1699622586
475,shunyi,40.125,116.6453,-0.03,40,0,2.0,CN,1699622315
476,sandnessjoen,66.0217,12.6316,4.12,52,0,4.63,NO,1699622588
477,awjilah,29.1081,21.2869,27.61,34,100,1.37,LY,1699622589
478,puyang,29.4603,119.8861,12.19,91,100,2.12,CN,1699622590
479,zhongxing,33.7039,118.6792,9.04,51,100,4.46,CN,1699622591
480,deschutes river woods,43.9915,-121.3584,2.6,79,100,1.54,US,1699622592
481,ambovombe,-25.1667,46.0833,21.83,62,100,6.21,MG,1699622593
482,morondava,-20.2833,44.2833,27.34,63,0,9.54,MG,1699622594
483,kirillov,59.863,38.3813,4.43,94,99,2.59,RU,1699622595
484,vernon,50.2581,-119.2691,4.2,87,63,2.06,CA,1699622595
485,arinos,-15.9169,-46.1056,33.51,24,7,2.18,BR,1699622452
486,likiep,9.8251,169.3107,27.94,81,99,9.03,MH,1699622483
487,taro,-8.3862,115.28,24.0,94,100,0.47,ID,1699622598
488,sinabang,2.4803,96.3801,26.37,86,100,2.78,ID,1699622599
489,saint-denis,48.9167,2.3333,12.09,74,100,8.75,FR,1699622600
490,shush,32.1942,48.2436,30.46,22,6,2.22,IR,1699622601
491,pionerskiy,54.9508,20.2275,9.91,72,63,7.0,RU,1699622602
492,kapa'a,22.0752,-159.319,25.18,78,0,6.69,US,1699622603
493,bahia honda,22.9036,-83.1592,24.51,85,9,3.78,CU,1699622604
494,nyurba,63.2842,118.3319,-18.07,100,99,1.17,RU,1699622605
495,freyung,48.8,13.55,7.75,80,100,0.45,DE,1699622606
496,bengkulu,-3.8004,102.2655,24.81,93,100,1.76,ID,1699622607
497,katsuren-haebaru,26.3369,127.8719,25.22,73,75,2.57,JP,1699622608
498,camiri,-20.05,-63.5167,28.88,54,40,0.0,BO,1699622609
499,thinadhoo,0.5333,72.9333,27.67,80,100,4.3,MV,1699622489
500,saldus,56.6636,22.4881,7.87,84,100,4.29,LV,1699622611
501,natal,-5.795,-35.2094,29.12,65,75,8.23,BR,1699622612
502,vuktyl,63.8567,57.3094,-0.5,93,100,2.68,RU,1699622613
503,bayan,46.0833,127.4,-17.52,97,26,2.32,CN,1699622614
504,gadzhiyevo,69.2551,33.3362,-4.14,90,100,8.62,RU,1699622615
505,lander,42.833,-108.7307,6.33,40,0,2.06,US,1699622616
506,chandler,33.3062,-111.8412,15.33,30,0,2.06,US,1699622601
507,porto velho,-8.7619,-63.9039,33.03,58,0,1.54,BR,1699622480
508,gilgit,35.9221,74.3087,12.18,75,100,0.74,PK,1699622618
509,lijiang,26.8688,100.2207,7.73,64,0,1.34,CN,1699622619
510,mossel bay,-34.1831,22.146,30.96,64,100,4.02,ZA,1699622620
511,bokhan,53.153,103.7714,-16.19,96,11,0.96,RU,1699622621
512,murzuq,25.9155,13.9184,29.01,18,0,0.9,LY,1699622622
513,uryupinsk,50.8047,42.0138,7.56,68,5,5.02,RU,1699622623
514,birzebbuga,35.8258,14.5269,23.42,60,40,4.63,MT,1699622624
515,sirte,31.2089,16.5887,25.75,40,2,2.01,LY,1699622625
516,purranque,-40.9167,-73.1667,9.04,57,27,1.7,CL,1699622625
517,siwa oasis,29.2041,25.5195,26.68,34,100,2.16,EG,1699622626
518,nova olimpia,-14.7972,-57.2881,36.32,30,4,3.28,BR,1699622627
519,sona,45.4388,10.8255,12.75,81,75,2.06,IT,1699622628
520,at taj,24.2049,23.2857,29.0,22,100,3.51,LY,1699622629
521,xining,36.6167,101.7667,3.17,55,14,1.57,CN,1699622630
522,iwon-up,40.3231,128.6553,0.91,45,3,4.59,KP,1699622631
523,dolores,-36.3132,-57.6792,20.69,34,100,6.91,AR,1699622632
524,andovoranto,-18.95,49.1,25.93,89,64,4.61,MG,1699622633
525,manay,7.215,126.5397,26.2,86,2,2.65,PH,1699622634
526,trujillo,-8.116,-79.03,18.98,88,75,5.66,PE,1699622634
527,corner brook,48.9667,-57.9484,2.09,80,100,0.4,CA,1699622635
528,errachidia,31.9275,-4.4285,24.03,22,0,4.63,MA,1699622636
529,kone,-21.0595,164.8658,19.56,83,17,2.0,NC,1699622637
530,dutsin-ma,12.4517,7.4981,35.38,11,100,3.82,NG,1699622638
531,hilo,19.7297,-155.09,22.38,78,75,4.12,US,1699622639
532,masterton,-40.9597,175.6575,2.59,95,0,0.69,NZ,1699622640
533,baidoa,3.1138,43.6498,31.56,41,43,4.7,SO,1699622641
534,manokwari,-0.8667,134.0833,26.73,83,97,3.03,ID,1699622643
535,peace river,56.2501,-117.286,2.03,82,100,1.54,CA,1699622644
536,sao joao da barra,-21.6403,-41.0511,32.05,57,0,3.27,BR,1699622645
537,dali,25.7,100.1833,11.43,66,0,2.0,CN,1699622647
538,sur,22.5667,59.5289,27.4,64,0,4.98,OM,1699622625
539,castillos,-34.1667,-53.8333,18.69,56,78,5.63,UY,1699622649
540,anse la raye,13.9333,-61.0333,28.8,82,75,5.14,LC,1699622650
541,oodweyne,9.4092,45.064,27.14,31,100,6.61,SO,1699622651
542,ulsteinvik,62.3432,5.8487,8.2,71,100,0.89,NO,1699622652
543,vilyuysk,63.7553,121.6247,-21.02,100,100,0.34,RU,1699622653
544,kikwit,-5.041,18.8162,25.35,85,100,1.95,CD,1699622654
545,zarinsk,53.7074,84.9493,-4.68,97,92,1.83,RU,1699622655
546,klaksvik,62.2266,-6.589,7.51,82,60,7.49,FO,1699622656
547,arraial do cabo,-22.9661,-42.0278,26.92,74,0,7.2,BR,1699622657
548,hassi messaoud,31.6804,6.0729,23.92,35,0,4.12,DZ,1699622658
549,faya-largeau,17.9257,19.1043,36.94,13,0,6.17,TD,1699622659
550,ambon,-3.6954,128.1814,27.82,13,20,3.6,ID,1699622660
551,tura,25.5198,90.2201,19.12,91,0,1.44,IN,1699622661
552,nay pyi taw,19.745,96.1297,24.79,83,2,1.03,MM,1699622558
553,cascavel,-24.9558,-53.4553,26.91,64,5,5.18,BR,1699622663
554,dauphin,51.1494,-100.0502,-1.92,93,100,2.57,CA,1699622664
555,viedma,-40.8135,-62.9967,25.46,25,100,11.48,AR,1699622511
556,fisterra,42.9049,-9.2629,14.3,88,100,9.4,ES,1699622666
557,san julian,21.0167,-102.1667,13.39,86,43,1.32,MX,1699622667
558,portage la prairie,49.9728,-98.2926,-1.95,85,100,2.57,CA,1699622668
559,saint helens,53.45,-2.7333,10.12,78,40,5.14,GB,1699622669
560,den burg,53.0542,4.7972,8.98,89,100,4.12,NL,1699622670
561,goondiwindi,-28.55,150.3167,20.46,70,0,7.56,AU,1699622671
562,new plymouth,-39.0667,174.0833,9.06,66,0,3.16,NZ,1699622527
563,toccoa,34.5773,-83.3324,17.94,88,0,2.06,US,1699622672
564,mareeba,-17.0,145.4333,21.4,88,19,1.0,AU,1699622674
565,holualoa,19.6228,-155.9522,22.1,82,20,1.79,US,1699622675
566,pavilosta,56.8879,21.1859,7.95,88,100,6.59,LV,1699622676
567,chernyshevskiy,63.0128,112.4714,-15.13,97,100,1.52,RU,1699622677
568,tefe,-3.3542,-64.7114,30.06,70,0,1.54,BR,1699622678
569,lazarevskoye,43.9061,39.3331,13.66,55,0,0.83,RU,1699622679
570,calvinia,-31.4707,19.776,36.05,8,6,7.78,ZA,1699622680
571,ust-tsilma,65.441,52.1498,-5.22,97,32,0.45,RU,1699622681
572,cannonvale,-20.2833,148.7,23.66,80,25,5.54,AU,1699622684
573,puerto cabezas,14.0351,-83.3888,25.98,94,75,2.06,NI,1699622390
574,berdigestyakh,62.0989,126.6992,-25.13,100,99,0.3,RU,1699622687
575,worland,44.0169,-107.9554,-1.36,86,0,2.06,US,1699622688
576,kidal,18.4411,1.4078,35.4,7,1,3.13,ML,1699622689
577,lucaya,26.5333,-78.6667,24.96,94,75,1.54,BS,1699622691
578,shihezi,44.3,86.0333,6.04,82,100,2.33,CN,1699622692
579,kalabo,-14.97,22.6814,30.25,40,62,2.99,ZM,1699622693
580,reynosa,26.0833,-98.2833,19.01,89,100,7.72,MX,1699622694
581,hue,16.4667,107.6,28.06,83,40,2.06,VN,1699622694
